wl	p
13.999999999999998	0.17878051463073105
13.980427401637705	0.22319292188410894
13.960909453530116	0.2322041000207817
13.941445927106153	0.20967109255119867
13.92203659506762	0.2199059838314712
13.902681231380337	0.2022463660053429
13.883379611265369	0.20392010331513255
13.864131511190335	0.2071266865586017
13.844936708860759	0.20802508646101708
13.825794983211534	0.22513290414266024
13.80670611439842	0.2018433653830849
13.787669883789636	0.21611957126113737
13.768686073957513	0.21209588609579916
13.7497544686702	0.21907391491269687
13.730874852883483	0.22129780734268575
13.712047012732613	0.22345862419263401
13.693270735524255	0.20746096965655628
13.674545809728462	0.22834414978850498
13.655872024970737	0.18969757162815268
13.637249172024156	0.2180597099768645
13.618677042801554	0.18565716752680603
13.600155430347773	0.18438315478656916
13.581684128831975	0.21118758209566482
13.56326293354001	0.20621307849980997
13.544891640866872	0.22272605066429113
13.526570048309177	0.23325387568442105
13.508297954457735	0.22461462448103903
13.490075158990171	0.2330258469496988
13.471901462663586	0.2116658075019738
13.453776667307322	0.18691838529365767
13.435700575815737	0.20902975783068817
13.417672992141076	0.1907834810974518
13.39969372128637	0.22902028660890197
13.381762569298411	0.1974214468051294
13.363879343260784	0.1746748945543663
13.346043851286938	0.22399969462996
13.328255902513328	0.2162426856750765
13.310515307092603	0.2163681661366692
13.292821876186858	0.19608518989519974
13.275175421960931	0.2093282647741378
13.257575757575756	0.1962678239968643
13.240022697181766	0.17879206187569816
13.222516055912353	0.19293393072992387
13.20505564987738	0.22468314249196392
13.187641296156743	0.17553763339002115
13.170272812793977	0.1716440508271298
13.152950018789928	0.23305665095726988
13.135672734096453	0.23255655436017447
13.118440779610193	0.17328375480046296
13.101253977166383	0.17785064082233165
13.084112149532707	0.21744425982212376
13.06701512040321	0.16374039369488158
13.049962714392244	0.1672342825204911
13.032954757028484	0.18910358213381975
13.015991074748975	0.1686869235795347
12.999071494893219	0.16606910056791443
12.982195845697328	0.21770373476307556
12.9653639562882	0.17468775199299164
12.948575656677765	0.16438252867351433
12.931830777757249	0.22256804099957425
12.915129151291511	0.16341927160098238
12.898470609913396	0.15955622953202261
12.881854987118144	0.17841961133767986
12.865282117257856	0.18362999329408147
12.848751835535975	0.1888661133660692
12.832263978001833	0.17949970565941004
12.81581838154522	0.16598447714259695
12.799414883891021	0.18669040953196245
12.783053323593862	0.16618718578075134
12.766733540032826	0.15886676758184087
12.750455373406192	0.16612579384538934
12.734218664726214	0.1716453593607295
12.718023255813952	0.16928221722771042
12.701868989294137	0.19235574663040592
12.685755708590067	0.18003334130180243
12.669683257918551	0.17295786459776402
12.653651482284888	0.17029907990101734
12.637660227477882	0.15971250046434476
12.62170934006491	0.1674861200317942
12.605798667386996	0.18587729691278368
12.589928057553957	0.19512127654921044
12.574097359439554	0.15582624387154304
12.558306422676711	0.1659581948938989
12.542555097652748	0.15948201554585817
12.52684323550465	0.16126021919682584
12.511170688114387	0.19196764165694755
12.495537308104247	0.15406949972071596
12.479942948832232	0.1519821601573221
12.464387464387462	0.16170095929082648
12.448870709585629	0.15872266056706497
12.433392539964476	0.155102239598748
12.417952811779314	0.15260506412154803
12.402551381998581	0.18848431426510204
12.387188108299414	0.21013561792331234
12.371862849063271	0.18250347615812706
12.356575463371579	0.15478244096801758
12.34132581100141	0.15203177094999573
12.326113752421199	0.1515129453559745
12.310939148786492	0.20302666838715194
12.29580186193571	0.15993184719782952
12.280701754385964	0.1585116627280812
12.265638689328894	0.17699849358380243
12.25061253062653	0.1617963288908391
12.2356231428072	0.15322200147156434
