wl	p
5.0	1.3587500844363352
4.997501249375312	1.3136677393418035
4.995004995004995	1.3487969345914392
4.992511233150275	1.365414095354212
4.99001996007984	1.378948723553827
4.987531172069825	1.3675355053420295
4.985044865403789	1.3380609621137032
4.9825610363726955	1.3645648803905173
4.9800796812749	1.3598460401727246
4.977600796416127	1.3596752821917288
4.975124378109452	1.3557448007091537
4.972650422675286	1.3613569415365823
4.970178926441352	1.364544032910009
4.967709885742672	1.3531884105732135
4.965243296921549	1.3528470403776103
4.962779156327543	1.3591566466767606
4.9603174603174605	1.335939038064478
4.957858205255329	1.3343852755952634
4.955401387512389	1.3530417828072367
4.952947003467063	1.3373128567793588
4.9504950495049505	1.3181185141259404
4.948045522018803	1.3388699363074723
4.945598417408506	1.3301565558523705
4.9431537320810675	1.3525597981341684
4.940711462450593	1.3480807154186756
4.938271604938271	1.3350359930882185
4.935834155972359	1.3763117690777074
4.93339911198816	1.355414722835316
4.930966469428007	1.3713924650007976
4.928536224741252	1.3555440470415254
4.926108374384236	1.360140560410965
4.923682914820286	1.3129426338660144
4.921259842519684	1.3576388213008994
4.918839153959666	1.3721885364959892
4.916420845624385	1.362815246248107
4.914004914004914	1.3586843097373587
4.911591355599214	1.373016873215825
4.909180166912125	1.3653555175334977
4.906771344455348	1.3529424655501538
4.904364884747425	1.3360288623087926
4.901960784313725	1.372066972255347
4.899559039686428	1.3723965826519187
4.8971596474045045	1.3302378889910549
4.894762604013705	1.3950802319668707
4.892367906066537	1.3691925869934287
4.889975550122249	1.3584449402489365
4.887585532746823	1.335777437884544
4.885197850512945	1.355688149714882
4.8828125	1.3833190662887773
4.880429477794046	1.3794727438978216
4.878048780487805	1.3852121963134347
4.875670404680643	1.3312677502205037
4.873294346978557	1.3526326830555488
4.870920603994155	1.369911723096531
4.868549172346641	1.367730334545235
4.8661800486618	1.364566039123674
4.863813229571984	1.3594953167852113
4.861448711716091	1.3534860635905976
4.859086491739553	1.3784755019659571
4.856726566294317	1.3381774993783968
4.854368932038835	1.3670767236357653
4.85201358563804	1.3697784848990069
4.849660523763336	1.364012436361471
4.847309743092583	1.3516914805652824
4.844961240310077	1.3595593931883383
4.842615012106537	1.3813948518514825
4.84027105517909	1.362913006526113
4.837929366231252	1.3774545595671124
4.835589941972921	1.3562565896433527
4.833252779120348	1.3704890386943793
4.8309178743961345	1.3865949353067424
4.8285852245292125	1.3781964208291744
4.826254826254826	1.3805481340269805
4.82392667631452	1.3935083566728832
4.821600771456123	1.361066771821449
4.8192771084337345	1.3701714725779655
4.816955684007707	1.3536680451838654
4.814636494944631	1.3693689678394982
4.8123195380173245	1.3656384420464953
4.81000481000481	1.3542995852632005
4.8076923076923075	1.3470458166206623
4.805382027871215	1.347143684921594
4.803073967339097	1.395625028758313
4.8007681228996635	1.3326730925940304
4.798464491362764	1.3529356194943327
4.796163069544364	1.3849837245774117
4.793863854266538	1.3476046565345983
4.791566842357451	1.3393680911568806
4.7892720306513406	1.3487260147433247
4.786979415988511	1.3726870349047486
4.78468899521531	1.3685696679522608
4.782400765184122	1.369182530277145
4.780114722753346	1.364139247021524
4.777830864787386	1.3623305527310332
4.775549188156638	1.3789088282579849
4.77326968973747	1.3597166937811447
4.770992366412213	1.3768075488542453
4.768717215069146	1.3666457073299885
4.7664442326024785	1.3793071365570686
4.764173415912339	1.3872523974301516
4.761904761904762	1.360716916732939
4.75963826749167	1.388829338494431
4.757373929590866	1.3723599491516272
4.75511174512601	1.3700902943003443
4.752851711026616	1.384667864165812
4.750593824228028	1.35411212159784
4.748338081671415	1.345969189168828
4.746084480303749	1.382783372102267
4.743833017077798	1.3502210930380127
4.74158368895211	1.3615920563935269
4.7393364928909945	1.3605508669571609
4.737091425864519	1.3334728138023324
4.734848484848485	1.3417442478513504
4.7326076668244195	1.3708925043160978
4.7303689687795645	1.367138648808796
4.7281323877068555	1.3772821695496307
4.725897920604915	1.325581390199812
4.7236655644780345	1.3806807808570307
4.721435316336166	1.3833675284674356
4.719207173194903	1.3893405378498624
4.716981132075471	1.3488827334296154
4.714757190004715	1.3532979244525838
4.71253534401508	1.3217138621431037
4.710315591144607	1.3871337019639236
4.708097928436912	1.3412361347831903
4.705882352941176	1.3887910309070735
4.703668861712135	1.3218918405874158
4.701457451810061	1.3936193096985603
4.6992481203007515	1.3888451639430408
4.697040864255519	1.3401772961493663
4.694835680751173	1.3552070282131932
4.692632566870014	1.395564137715591
4.690431519699812	1.3883276714643271
4.6882325363338015	1.392775107493686
4.686035613870665	1.3417002961133937
4.68384074941452	1.3688112434544502
4.681647940074906	1.3488519087283792
4.679457182966776	1.3251299616510213
4.677268475210477	1.3262681017183058
4.675081813931744	1.3673608836206579
4.672897196261681	1.3285065783137615
4.670714619336758	1.3526297168263925
4.6685340802987865	1.3718787483504846
4.666355576294913	1.3650841057762768
4.664179104477612	1.3519823249718381
4.662004662004661	1.3668251725519078
4.659832246039143	1.3956170624811561
