wl	p
5.0	1.3422079053134182
4.997501249375312	1.3120548998205557
4.995004995004995	1.3324717865200666
4.992511233150275	1.368692467406641
4.99001996007984	1.3639235419730726
4.987531172069825	1.3513058510611766
4.985044865403789	1.3259631697115781
4.9825610363726955	1.3481908317464366
4.9800796812749	1.3433312555443988
4.977600796416127	1.3432011160449042
4.975124378109452	1.3392769669280213
4.972650422675286	1.3450578963614386
4.970178926441352	1.3481725997455787
4.967709885742672	1.3366435851586904
4.965243296921549	1.3582423894156153
4.962779156327543	1.3428670358222214
4.9603174603174605	1.322258901920176
4.957858205255329	1.3207502639570587
4.955401387512389	1.336518683505191
4.952947003467063	1.322866386038511
4.9504950495049505	1.307951624750152
4.948045522018803	1.3225407409598493
4.945598417408506	1.3171951507134663
4.9431537320810675	1.3379269008253938
4.940711462450593	1.340522634906018
4.938271604938271	1.3192529378686484
4.935834155972359	1.371423102247878
4.93339911198816	1.3388594187420275
4.930966469428007	1.355603263355151
4.928536224741252	1.3389802883850739
4.926108374384236	1.357905270300292
4.923682914820286	1.3078823943540876
4.921259842519684	1.3410801857921575
4.918839153959666	1.356292621997379
4.916420845624385	1.3463894265025838
4.914004914004914	1.3422062827057077
4.911591355599214	1.3572460260693975
4.909180166912125	1.3487248131346408
4.906771344455348	1.3368512223398796
4.904364884747425	1.321270493211426
4.901960784313725	1.3562025204000987
4.899559039686428	1.3567374329900448
4.8971596474045045	1.3150656301112515
4.894762604013705	1.374599403337634
4.892367906066537	1.353151964201665
4.889975550122249	1.368703327840465
4.887585532746823	1.3285364627253313
4.885197850512945	1.3391955320136626
4.8828125	1.3693016421415916
4.880429477794046	1.3645502318463876
4.878048780487805	1.3718153565813629
4.875670404680643	1.3094553009880725
4.873294346978557	1.3382152234847953
4.870920603994155	1.3569354821661972
4.868549172346641	1.357580893414367
4.8661800486618	1.3481948142790317
4.863813229571984	1.3445147463513605
4.861448711716091	1.3370883588654177
4.859086491739553	1.3628311992668984
4.856726566294317	1.3253130326986904
4.854368932038835	1.3526234211787014
4.85201358563804	1.3605451102804806
4.849660523763336	1.3476229829335813
4.847309743092583	1.3366258415394658
4.844961240310077	1.3429565656466331
4.842615012106537	1.351062708749864
4.84027105517909	1.346574509237303
4.837929366231252	1.3622020462724183
4.835589941972921	1.3402194836148862
4.833252779120348	1.354455069071312
4.8309178743961345	1.3738278702007956
4.8285852245292125	1.363056352291963
4.826254826254826	1.367004934235328
4.82392667631452	1.3864856403982555
4.821600771456123	1.368843727694418
4.8192771084337345	1.354143666687684
4.816955684007707	1.3373558580509173
4.814636494944631	1.353270145932154
4.8123195380173245	1.3498149590991866
4.81000481000481	1.3391503984904778
4.8076923076923075	1.3322882706439458
4.805382027871215	1.3310581195063789
4.803073967339097	1.396246175017365
4.8007681228996635	1.318861409026306
4.798464491362764	1.350660113441439
4.796163069544364	1.3705071012408485
4.793863854266538	1.3312340670592036
4.791566842357451	1.32376847871606
4.7892720306513406	1.3322212003764768
4.786979415988511	1.3568355362743585
4.78468899521531	1.3524399519351495
4.782400765184122	1.3531563101793378
4.780114722753346	1.3484443845690834
4.777830864787386	1.3460531057395282
4.775549188156638	1.3656166519149924
4.77326968973747	1.3438097579606143
4.770992366412213	1.3621036195191079
4.768717215069146	1.3503792967038106
4.7664442326024785	1.364410456072453
4.764173415912339	1.374710477159116
4.761904761904762	1.344231909267773
4.75963826749167	1.3771571986873556
4.757373929590866	1.3568271934631908
4.75511174512601	1.3568898244573797
4.752851711026616	1.3878063541487948
4.750593824228028	1.3360920862787664
4.748338081671415	1.336224100429685
4.746084480303749	1.3686168083586372
4.743833017077798	1.334251281811329
4.74158368895211	1.3456393454163227
4.7393364928909945	1.345820962849726
4.737091425864519	1.3177328310474434
4.734848484848485	1.3343343861304569
4.7326076668244195	1.3548829584943973
4.7303689687795645	1.3515703934499728
