#   Wavelength        (Rp/Rs)**2
#           um          unitless
     4.1135335   1.283746416e-02
     4.1118421   1.293087515e-02
     4.1101521   1.284381726e-02
     4.1084634   1.287986509e-02
     4.1067762   1.289053088e-02
     4.1050903   1.285506041e-02
     4.1034058   1.284138562e-02
     4.1017227   1.287281864e-02
     4.1000410   1.285366313e-02
     4.0983607   1.289629285e-02
     4.0966817   1.283693495e-02
     4.0950041   1.282336446e-02
     4.0933279   1.292183244e-02
     4.0916530   1.286150979e-02
     4.0899796   1.290174155e-02
     4.0883074   1.287262630e-02
     4.0866367   1.288354562e-02
     4.0849673   1.286468401e-02
     4.0832993   1.290168710e-02
     4.0816327   1.289054211e-02
     4.0799674   1.289448960e-02
     4.0783034   1.281817563e-02
     4.0766408   1.284563051e-02
     4.0749796   1.281801198e-02
     4.0733198   1.285311582e-02
     4.0716612   1.286905722e-02
     4.0700041   1.285431886e-02
     4.0683483   1.287152557e-02
     4.0666938   1.286653345e-02
     4.0650407   1.292160399e-02
     4.0633889   1.285776703e-02
     4.0617384   1.283117336e-02
     4.0600893   1.291057200e-02
     4.0584416   1.283049651e-02
     4.0567951   1.287050829e-02
     4.0551500   1.284479349e-02
     4.0535063   1.291873913e-02
     4.0518639   1.284804089e-02
     4.0502228   1.287436321e-02
     4.0485830   1.282051764e-02
     4.0469446   1.292666305e-02
     4.0453074   1.282929266e-02
     4.0436717   1.293144747e-02
     4.0420372   1.286969831e-02
     4.0404040   1.287764900e-02
     4.0387722   1.288017078e-02
     4.0371417   1.289926392e-02
     4.0355125   1.284414363e-02
     4.0338846   1.284001907e-02
     4.0322581   1.285460580e-02
     4.0306328   1.287335067e-02
     4.0290089   1.293198023e-02
     4.0273862   1.287250630e-02
     4.0257649   1.287167150e-02
     4.0241449   1.287967695e-02
     4.0225261   1.288101690e-02
     4.0209087   1.289210544e-02
     4.0192926   1.283053435e-02
     4.0176778   1.283032072e-02
     4.0160643   1.287196443e-02
     4.0144520   1.282277903e-02
     4.0128411   1.286279613e-02
     4.0112314   1.288479183e-02
     4.0096231   1.287198392e-02
     4.0080160   1.292807278e-02
     4.0064103   1.282479212e-02
     4.0048058   1.288061567e-02
     4.0032026   1.286172607e-02
     4.0016006   1.285579079e-02
     4.0000000   1.286466965e-02
     3.9984006   1.288074286e-02
     3.9968026   1.284605156e-02
     3.9952058   1.284612850e-02
     3.9936102   1.282273633e-02
     3.9920160   1.285176272e-02
     3.9904230   1.287601017e-02
     3.9888313   1.289935582e-02
     3.9872408   1.291460290e-02
     3.9856517   1.281245699e-02
     3.9840637   1.283218573e-02
     3.9824771   1.286863694e-02
     3.9808917   1.281997136e-02
     3.9793076   1.286921977e-02
     3.9777247   1.285973331e-02
     3.9761431   1.290706117e-02
     3.9745628   1.286534210e-02
     3.9729837   1.281543005e-02
     3.9714059   1.286662461e-02
     3.9698293   1.293955253e-02
     3.9682540   1.284894953e-02
     3.9666799   1.291626706e-02
     3.9651071   1.286045208e-02
     3.9635355   1.281263965e-02
     3.9619651   1.284880301e-02
     3.9603960   1.280771126e-02
     3.9588282   1.293520510e-02
     3.9572616   1.282891030e-02
     3.9556962   1.284393391e-02
     3.9541321   1.286398630e-02
     3.9525692   1.293939174e-02
     3.9510075   1.284301547e-02
     3.9494471   1.287372760e-02
     3.9478879   1.288145250e-02
     3.9463299   1.291762472e-02
     3.9447732   1.282158809e-02
     3.9432177   1.281832766e-02
     3.9416634   1.287505948e-02
     3.9401103   1.280548296e-02
     3.9385585   1.282898106e-02
     3.9370079   1.284923514e-02
     3.9354585   1.284197095e-02
     3.9339103   1.286413849e-02
     3.9323634   1.282384188e-02
     3.9308176   1.285465860e-02
     3.9292731   1.282680411e-02
     3.9277298   1.282877672e-02
     3.9261877   1.286770982e-02
     3.9246468   1.283699382e-02
     3.9231071   1.283288703e-02
     3.9215686   1.284623246e-02
     3.9200314   1.293041367e-02
     3.9184953   1.284491205e-02
     3.9169604   1.292451219e-02
     3.9154268   1.282414481e-02
     3.9138943   1.284759483e-02
     3.9123631   1.285337762e-02
     3.9108330   1.284121488e-02
     3.9093041   1.293359202e-02
     3.9077765   1.293485858e-02
     3.9062500   1.292987502e-02
     3.9047247   1.293735819e-02
     3.9032006   1.284383485e-02
     3.9016777   1.286483219e-02
     3.9001560   1.283903206e-02
     3.8986355   1.293439197e-02
     3.8971161   1.283341412e-02
     3.8955980   1.283526259e-02
     3.8940810   1.282071793e-02
     3.8925652   1.286015849e-02
     3.8910506   1.285847959e-02
     3.8895371   1.292573860e-02
     3.8880249   1.283435221e-02
     3.8865138   1.284959640e-02
     3.8850039   1.281850591e-02
     3.8834951   1.289583360e-02
     3.8819876   1.283937781e-02
     3.8804812   1.291397885e-02
     3.8789760   1.286007753e-02
     3.8774719   1.284186492e-02
     3.8759690   1.287197569e-02
     3.8744673   1.283702205e-02
     3.8729667   1.293722432e-02
     3.8714673   1.284861158e-02
     3.8699690   1.284846636e-02
     3.8684720   1.288061677e-02
     3.8669760   1.284574487e-02
     3.8654813   1.287254144e-02
     3.8639876   1.282731151e-02
     3.8624952   1.289328687e-02
     3.8610039   1.282776985e-02
     3.8595137   1.286403667e-02
     3.8580247   1.282662382e-02
     3.8565368   1.283035853e-02
     3.8550501   1.293815001e-02
     3.8535645   1.289653810e-02
     3.8520801   1.283164179e-02
     3.8505968   1.284256607e-02
     3.8491147   1.284904433e-02
     3.8476337   1.288840826e-02
     3.8461538   1.290035541e-02
     3.8446751   1.293938425e-02
     3.8431975   1.284565238e-02
     3.8417211   1.284540892e-02
     3.8402458   1.288259606e-02
     3.8387716   1.283033076e-02
     3.8372985   1.284736067e-02
     3.8358266   1.292340646e-02
     3.8343558   1.289125133e-02
     3.8328862   1.282365887e-02
     3.8314176   1.285324719e-02
     3.8299502   1.284879365e-02
     3.8284839   1.282937592e-02
     3.8270188   1.281889215e-02
     3.8255547   1.284759189e-02
     3.8240918   1.290758832e-02
     3.8226300   1.282921095e-02
     3.8211693   1.281639375e-02
     3.8197097   1.289182996e-02
     3.8182512   1.281371496e-02
     3.8167939   1.286830513e-02
     3.8153377   1.280229981e-02
     3.8138825   1.281511801e-02
     3.8124285   1.282615046e-02
     3.8109756   1.281905646e-02
     3.8095238   1.284218341e-02
     3.8080731   1.288576027e-02
     3.8066235   1.282021793e-02
     3.8051750   1.283091070e-02
     3.8037277   1.281938601e-02
     3.8022814   1.279547187e-02
     3.8008362   1.280705112e-02
     3.7993921   1.279884358e-02
     3.7979491   1.280139754e-02
     3.7965072   1.281698488e-02
     3.7950664   1.280840563e-02
     3.7936267   1.278903246e-02
     3.7921881   1.287373484e-02
     3.7907506   1.280700421e-02
     3.7893141   1.284203719e-02
     3.7878788   1.285743544e-02
     3.7864445   1.279544652e-02
     3.7850114   1.288947424e-02
     3.7835793   1.288053191e-02
     3.7821483   1.280455332e-02
     3.7807183   1.284954586e-02
     3.7792895   1.282034458e-02
     3.7778617   1.283638727e-02
     3.7764350   1.279853968e-02
     3.7750094   1.281818792e-02
     3.7735849   1.280645644e-02
     3.7721614   1.280670909e-02
     3.7707391   1.284337207e-02
     3.7693178   1.283339877e-02
     3.7678975   1.284006470e-02
     3.7664783   1.280476987e-02
     3.7650602   1.284422956e-02
     3.7636432   1.281205317e-02
     3.7622272   1.280678880e-02
     3.7608123   1.285471025e-02
     3.7593985   1.281550157e-02
     3.7579857   1.280962022e-02
     3.7565740   1.282273702e-02
     3.7551633   1.280670939e-02
     3.7537538   1.280143308e-02
     3.7523452   1.285717491e-02
     3.7509377   1.283338743e-02
     3.7495313   1.282024667e-02
     3.7481259   1.281825112e-02
     3.7467216   1.283440820e-02
     3.7453184   1.288297929e-02
     3.7439161   1.283255392e-02
     3.7425150   1.286176691e-02
     3.7411149   1.281457804e-02
     3.7397158   1.278772827e-02
     3.7383178   1.281290231e-02
     3.7369208   1.288138126e-02
     3.7355248   1.287211825e-02
     3.7341299   1.282543489e-02
     3.7327361   1.284382145e-02
     3.7313433   1.282407213e-02
     3.7299515   1.283976682e-02
     3.7285608   1.281415852e-02
     3.7271711   1.279760461e-02
     3.7257824   1.282392288e-02
     3.7243948   1.283074773e-02
     3.7230082   1.283533381e-02
     3.7216226   1.282801108e-02
     3.7202381   1.283797606e-02
     3.7188546   1.281944573e-02
     3.7174721   1.282603941e-02
     3.7160907   1.281931430e-02
     3.7147103   1.284151027e-02
     3.7133309   1.282291869e-02
     3.7119525   1.289208208e-02
     3.7105751   1.281691092e-02
     3.7091988   1.287523382e-02
     3.7078235   1.289313642e-02
     3.7064492   1.281026963e-02
     3.7050760   1.280321248e-02
     3.7037037   1.284069906e-02
     3.7023325   1.283218807e-02
     3.7009623   1.282679152e-02
     3.6995930   1.282086334e-02
     3.6982249   1.284043678e-02
     3.6968577   1.282590071e-02
     3.6954915   1.285958854e-02
     3.6941263   1.280477446e-02
     3.6927622   1.280166083e-02
     3.6913990   1.284487584e-02
     3.6900369   1.281543149e-02
     3.6886758   1.284753816e-02
     3.6873156   1.285837316e-02
     3.6859565   1.287523719e-02
     3.6845984   1.285877989e-02
     3.6832413   1.287773816e-02
     3.6818851   1.287742565e-02
     3.6805300   1.284489975e-02
     3.6791759   1.281067791e-02
     3.6778227   1.283541311e-02
     3.6764706   1.284987132e-02
     3.6751194   1.281681390e-02
     3.6737693   1.283499622e-02
     3.6724201   1.284719402e-02
     3.6710720   1.283797161e-02
     3.6697248   1.280161362e-02
     3.6683786   1.286065452e-02
     3.6670334   1.281378939e-02
     3.6656891   1.289458714e-02
     3.6643459   1.287297595e-02
     3.6630037   1.285003596e-02
     3.6616624   1.287256419e-02
     3.6603221   1.286384759e-02
     3.6589828   1.289431385e-02
     3.6576445   1.285175200e-02
     3.6563071   1.284963892e-02
     3.6549708   1.283440048e-02
     3.6536354   1.285896009e-02
     3.6523009   1.289799489e-02
     3.6509675   1.289539033e-02
     3.6496350   1.288197333e-02
     3.6483035   1.285340254e-02
     3.6469730   1.286871899e-02
     3.6456435   1.281645831e-02
     3.6443149   1.288692374e-02
     3.6429872   1.286719194e-02
     3.6416606   1.287106969e-02
     3.6403349   1.283627466e-02
     3.6390102   1.289181431e-02
     3.6376864   1.288946703e-02
     3.6363636   1.285173956e-02
     3.6350418   1.281307029e-02
     3.6337209   1.286178721e-02
     3.6324010   1.288744636e-02
     3.6310821   1.284073795e-02
     3.6297641   1.289492691e-02
     3.6284470   1.283780506e-02
     3.6271309   1.289718191e-02
     3.6258158   1.287884684e-02
     3.6245016   1.286646836e-02
     3.6231884   1.285228042e-02
     3.6218761   1.284944331e-02
     3.6205648   1.286435664e-02
     3.6192544   1.292753533e-02
     3.6179450   1.287133103e-02
     3.6166365   1.281820816e-02
     3.6153290   1.286577761e-02
     3.6140224   1.287517967e-02
     3.6127168   1.290275835e-02
     3.6114121   1.290446611e-02
     3.6101083   1.288624701e-02
     3.6088055   1.283657698e-02
     3.6075036   1.285254016e-02
     3.6062027   1.288401421e-02
     3.6049027   1.289738511e-02
     3.6036036   1.284506025e-02
     3.6023055   1.289459097e-02
     3.6010083   1.286998077e-02
     3.5997120   1.287534702e-02
     3.5984167   1.288247048e-02
     3.5971223   1.284677732e-02
     3.5958288   1.285477017e-02
     3.5945363   1.285159788e-02
     3.5932447   1.286816990e-02
     3.5919540   1.290767619e-02
     3.5906643   1.289975547e-02
     3.5893754   1.282713893e-02
     3.5880875   1.284619260e-02
     3.5868006   1.291088024e-02
     3.5855145   1.287582441e-02
     3.5842294   1.282415755e-02
     3.5829452   1.290144861e-02
     3.5816619   1.290984039e-02
     3.5803795   1.287341956e-02
     3.5790981   1.282397215e-02
     3.5778175   1.291297631e-02
     3.5765379   1.293768291e-02
     3.5752592   1.288196034e-02
     3.5739814   1.285175196e-02
     3.5727045   1.288631988e-02
     3.5714286   1.287131316e-02
     3.5701535   1.287791053e-02
     3.5688794   1.288735845e-02
     3.5676061   1.286161248e-02
     3.5663338   1.288553865e-02
     3.5650624   1.285124569e-02
     3.5637919   1.284682749e-02
     3.5625223   1.281147905e-02
     3.5612536   1.284970031e-02
     3.5599858   1.282323336e-02
     3.5587189   1.282142866e-02
     3.5574529   1.290029048e-02
     3.5561878   1.284176244e-02
     3.5549236   1.285747213e-02
     3.5536603   1.288012329e-02
     3.5523979   1.285986937e-02
     3.5511364   1.282803397e-02
     3.5498758   1.287638450e-02
     3.5486160   1.281700301e-02
     3.5473572   1.282677706e-02
     3.5460993   1.283304431e-02
     3.5448423   1.288146445e-02
     3.5435861   1.290018156e-02
     3.5423309   1.286212341e-02
     3.5410765   1.286550934e-02
     3.5398230   1.292259780e-02
     3.5385704   1.280724198e-02
     3.5373187   1.284176275e-02
     3.5360679   1.283511704e-02
     3.5348180   1.280345913e-02
     3.5335689   1.289631172e-02
     3.5323207   1.283823236e-02
     3.5310734   1.283646490e-02
     3.5298270   1.289754733e-02
     3.5285815   1.282935072e-02
     3.5273369   1.288562845e-02
     3.5260931   1.286278524e-02
     3.5248502   1.285251617e-02
     3.5236082   1.289556128e-02
     3.5223670   1.282735364e-02
     3.5211268   1.288249838e-02
     3.5198874   1.285718836e-02
     3.5186488   1.287380312e-02
     3.5174112   1.284770725e-02
     3.5161744   1.288511118e-02
     3.5149385   1.285808489e-02
     3.5137034   1.289800853e-02
     3.5124693   1.282821854e-02
     3.5112360   1.285124148e-02
     3.5100035   1.280822024e-02
     3.5087719   1.280838171e-02
     3.5075412   1.281826916e-02
     3.5063114   1.286614654e-02
     3.5050824   1.285898156e-02
     3.5038542   1.284963708e-02
     3.5026270   1.286233091e-02
     3.5014006   1.282067558e-02
     3.5001750   1.282542902e-02
     3.4989503   1.282067073e-02
     3.4977265   1.287377237e-02
     3.4965035   1.287681997e-02
     3.4952814   1.286077408e-02
     3.4940601   1.281108160e-02
     3.4928397   1.284365180e-02
     3.4916201   1.293297119e-02
     3.4904014   1.291332292e-02
     3.4891835   1.286719811e-02
