Wavelenght_numeric,(Rp/Rs)**2_numeric
14.0,0.006570589728653431
13.980429649353027,0.00658037606626749
13.960909843444824,0.006633927579969168
13.941450119018555,0.00657123327255249
13.922039985656738,0.006579096429049969
13.902680397033691,0.0065918718464672565
13.883379936218262,0.00656909542158246
13.864130020141602,0.006710273679345846
13.844940185546875,0.006623460445553064
13.825790405273438,0.007012289483100176
13.806710243225098,0.006625442765653133
13.787670135498047,0.006712599191814661
13.76869010925293,0.006676021497696638
13.749750137329102,0.006667631678283215
13.730870246887207,0.007064994424581528
13.712050437927246,0.0066858562640845776
13.693269729614258,0.006593481637537479
13.67455005645752,0.00665349792689085
13.65587043762207,0.006633976008743048
13.637249946594238,0.006639503873884678
13.618680000305176,0.006607548799365759
13.600159645080566,0.006641729269176722
13.581680297851562,0.0066123055294156075
13.563260078430176,0.006568899843841791
13.544890403747559,0.006591880694031715
13.526570320129395,0.006597109604626894
13.508299827575684,0.006592693738639355
13.490079879760742,0.0066768028773367405
13.47189998626709,0.006669654976576567
13.453780174255371,0.00671679200604558
13.435700416564941,0.00670604407787323
13.417670249938965,0.006706320680677891
13.399689674377441,0.006599613931030035
13.381759643554688,0.0065676444210112095
13.363880157470703,0.006640872918069363
13.346039772033691,0.006606024689972401
13.32826042175293,0.006674939300864935
13.31052017211914,0.0066970656625926495
13.29281997680664,0.006795363966375589
13.275179862976074,0.006606790702790022
13.257579803466797,0.0065954155288636684
13.240019798278809,0.006625219248235226
13.222519874572754,0.0065946015529334545
13.205060005187988,0.0066137067042291164
13.187640190124512,0.006602296605706215
13.170269966125488,0.0065712882205843925
13.152950286865234,0.006662539206445217
13.135669708251953,0.0066824909299612045
13.118439674377441,0.006574029568582773
13.101249694824219,0.006568362005054951
13.084110260009766,0.006569592282176018
13.067020416259766,0.006608800496906042
13.049960136413574,0.006636002101004124
13.032950401306152,0.0067903585731983185
13.015990257263184,0.006568462587893009
12.999070167541504,0.0065688821487128735
12.982199668884277,0.006941545754671097
12.965359687805176,0.006574066821485758
12.948579788208008,0.006584343034774065
12.931830406188965,0.006608207244426012
12.915129661560059,0.006577213294804096
12.898469924926758,0.006681432016193867
12.881850242614746,0.006619554478675127
12.865280151367188,0.006662820000201464
12.848750114440918,0.006692368537187576
12.832260131835938,0.006723864935338497
12.81581974029541,0.006618449930101633
12.799409866333008,0.0065704528242349625
12.783049583435059,0.006585070863366127
12.766730308532715,0.0066302018240094185
12.750459671020508,0.006630994379520416
12.734219551086426,0.006607298739254475
12.71802043914795,0.006872851401567459
12.70186996459961,0.006610914599150419
12.685759544372559,0.006675907876342535
12.669679641723633,0.006569253746420145
12.653650283813477,0.006690411362797022
12.637660026550293,0.00662951497361064
12.621709823608398,0.006704828701913357
12.605799674987793,0.0067355819046497345
12.589929580688477,0.0066578746773302555
12.57409954071045,0.006594093982130289
12.558309555053711,0.0066252946853637695
12.542559623718262,0.00660982308909297
12.526840209960938,0.006592665798962116
12.511170387268066,0.006639100611209869
12.495539665222168,0.006586562376469374
12.479940414428711,0.006571272853761911
12.46438980102539,0.006664404179900885
12.448869705200195,0.0066704098135232925
12.433389663696289,0.006571166682988405
12.417949676513672,0.006574316881597042
12.402549743652344,0.006655693519860506
12.387189865112305,0.006572320591658354
12.371859550476074,0.006758557166904211
12.356579780578613,0.006585851777344942
12.341329574584961,0.006569304969161749
12.326109886169434,0.006569370161741972
12.31093978881836,0.0065756021067500114
12.29580020904541,0.006575830280780792
12.280699729919434,0.0066735465079545975
12.265640258789062,0.006785467732697725
12.2506103515625,0.006666639354079962
12.23561954498291,0.006579187233000994
12.220669746398926,0.006569613236933947
12.205750465393066,0.006599428132176399
12.19087028503418,0.006591176614165306
12.176030158996582,0.006577964872121811
12.161219596862793,0.00686981063336134
12.14645004272461,0.0066045247949659824
12.131719589233398,0.00687034847214818
12.117019653320312,0.006588209420442581
12.102350234985352,0.0066349096596241
12.087719917297363,0.006639497354626656
12.073129653930664,0.006570690777152777
12.05856990814209,0.006576682440936565
12.044050216674805,0.006575013045221567
12.029560089111328,0.006621530279517174
12.01509952545166,0.0069399080239236355
12.000690460205078,0.0065813991241157055
11.986300468444824,0.0065703243017196655
11.971949577331543,0.006625212263315916
11.957639694213867,0.006577298045158386
11.943349838256836,0.006570261903107166
11.929109573364258,0.006573275662958622
11.91489028930664,0.006574764382094145
11.900710105895996,0.006720482371747494
11.88656997680664,0.006636114325374365
11.87246036529541,0.006597394589334726
11.858380317687988,0.006689005997031927
11.844329833984375,0.006572061218321323
11.830320358276367,0.006631312891840935
11.816340446472168,0.0066443393006920815
11.802390098571777,0.006617377977818251
11.788479804992676,0.006576987914741039
11.7746000289917,0.006587527226656675
11.760749816894531,0.007007795386016369
11.746939659118652,0.006709044799208641
11.733149528503418,0.0066591124050319195
11.719400405883789,0.0067864079028368
11.705690383911133,0.006587522570043802
11.692000389099121,0.006593538448214531
11.678350448608398,0.0066317846067249775
11.664719581604004,0.00658129109069705
11.651129722595215,0.006629299838095903
11.63757038116455,0.006579220294952393
11.62405014038086,0.006578643340617418
11.610549926757812,0.006573069840669632
11.59708023071289,0.006574282888323069
11.583649635314941,0.006575009319931269
11.570249557495117,0.00661482335999608
11.556879997253418,0.006637914106249809
11.543540000915527,0.006763219367712736
11.530229568481445,0.006629572249948978
11.516949653625488,0.0066877007484436035
11.503700256347656,0.006570722907781601
11.490480422973633,0.006574512924998999
11.477290153503418,0.006659917067736387
11.464130401611328,0.006590769626200199
11.451009750366211,0.0066174911335110664
11.437910079956055,0.006675060372799635
11.424839973449707,0.006858235225081444
11.411800384521484,0.00657441234216094
11.39879035949707,0.00666458997875452
11.385820388793945,0.006613010074943304
11.372870445251465,0.006571056786924601
11.359950065612793,0.006595749408006668
11.347060203552246,0.00657253572717309
11.334199905395508,0.006594178266823292
11.321370124816895,0.006724639795720577
11.308560371398926,0.006617045495659113
