#   Wavelength        (Rp/Rs)**2
#           um          unitless
     4.5330916   1.406304385e-02
     4.5310376   1.405821350e-02
     4.5289855   1.405751376e-02
     4.5269353   1.406040376e-02
     4.5248869   1.406061714e-02
     4.5228403   1.405671002e-02
     4.5207957   1.405792357e-02
     4.5187528   1.406100209e-02
     4.5167118   1.405865140e-02
     4.5146727   1.405758253e-02
     4.5126354   1.406161591e-02
     4.5105999   1.406069221e-02
     4.5085663   1.405640609e-02
     4.5065345   1.406218117e-02
     4.5045045   1.406048350e-02
     4.5024764   1.405637177e-02
     4.5004500   1.407755849e-02
     4.4984256   1.405642831e-02
     4.4964029   1.405752295e-02
     4.4943820   1.406154703e-02
     4.4923630   1.405626097e-02
     4.4903458   1.406142368e-02
     4.4883303   1.406057740e-02
     4.4863167   1.405626579e-02
     4.4843049   1.405937652e-02
     4.4822949   1.405989025e-02
     4.4802867   1.405899586e-02
     4.4782803   1.406045137e-02
     4.4762757   1.405749566e-02
     4.4742729   1.405626765e-02
     4.4722719   1.406207122e-02
     4.4702727   1.405640237e-02
     4.4682752   1.406126845e-02
     4.4662796   1.406720279e-02
     4.4642857   1.405621564e-02
     4.4622936   1.405753359e-02
     4.4603033   1.406012764e-02
     4.4583148   1.405644109e-02
     4.4563280   1.405946801e-02
     4.4543430   1.405720888e-02
     4.4523598   1.405801156e-02
     4.4503783   1.406675379e-02
     4.4483986   1.406725031e-02
     4.4464206   1.405692752e-02
     4.4444444   1.405923216e-02
     4.4424700   1.405692909e-02
     4.4404973   1.406843531e-02
     4.4385264   1.405857390e-02
     4.4365572   1.405651646e-02
     4.4345898   1.406052268e-02
     4.4326241   1.405797246e-02
     4.4306602   1.405965960e-02
     4.4286980   1.405765157e-02
     4.4267375   1.405690487e-02
     4.4247788   1.405866942e-02
     4.4228218   1.405622909e-02
     4.4208665   1.406157133e-02
     4.4189129   1.405613301e-02
     4.4169611   1.406003260e-02
     4.4150110   1.406951114e-02
     4.4130627   1.405609554e-02
     4.4111160   1.405970263e-02
     4.4091711   1.405648169e-02
     4.4072279   1.406100245e-02
     4.4052863   1.406465542e-02
     4.4033465   1.405726155e-02
     4.4014085   1.405707907e-02
     4.3994721   1.406690184e-02
     4.3975374   1.405690937e-02
     4.3956044   1.405903348e-02
     4.3936731   1.405875793e-02
     4.3917435   1.405769658e-02
     4.3898156   1.406379450e-02
     4.3878894   1.405705142e-02
     4.3859649   1.406027063e-02
     4.3840421   1.405834705e-02
     4.3821209   1.406254863e-02
     4.3802015   1.406055841e-02
     4.3782837   1.406218422e-02
     4.3763676   1.405722507e-02
     4.3744532   1.405938868e-02
     4.3725404   1.405639177e-02
     4.3706294   1.405732505e-02
     4.3687200   1.405656255e-02
     4.3668122   1.405785771e-02
     4.3649062   1.407121705e-02
     4.3630017   1.405653511e-02
     4.3610990   1.405622788e-02
     4.3591979   1.405678012e-02
     4.3572985   1.406482643e-02
     4.3554007   1.405664816e-02
     4.3535046   1.405656484e-02
     4.3516101   1.406140440e-02
     4.3497173   1.406075346e-02
     4.3478261   1.405752712e-02
     4.3459365   1.406593461e-02
     4.3440487   1.405614826e-02
     4.3421624   1.405624088e-02
     4.3402778   1.406194520e-02
     4.3383948   1.405627641e-02
     4.3365134   1.405877798e-02
     4.3346337   1.405752443e-02
     4.3327556   1.405638447e-02
     4.3308792   1.405908547e-02
     4.3290043   1.405651290e-02
     4.3271311   1.405612822e-02
     4.3252595   1.405606788e-02
     4.3233895   1.405607373e-02
     4.3215212   1.405608559e-02
     4.3196544   1.405627078e-02
     4.3177893   1.405613547e-02
     4.3159258   1.405616146e-02
     4.3140638   1.405672746e-02
     4.3122035   1.405641575e-02
     4.3103448   1.405655488e-02
     4.3084877   1.406585430e-02
     4.3066322   1.405623286e-02
     4.3047783   1.405615938e-02
     4.3029260   1.405836342e-02
     4.3010753   1.405616859e-02
     4.2992261   1.405615461e-02
     4.2973786   1.405611661e-02
     4.2955326   1.406191966e-02
     4.2936883   1.405702365e-02
     4.2918455   1.405611690e-02
     4.2900043   1.405918929e-02
     4.2881647   1.405610889e-02
     4.2863266   1.405763786e-02
     4.2844901   1.405651387e-02
     4.2826552   1.405610739e-02
     4.2808219   1.405614245e-02
     4.2789902   1.405787697e-02
     4.2771600   1.405607029e-02
     4.2753313   1.405874139e-02
     4.2735043   1.405616984e-02
     4.2716788   1.405615399e-02
     4.2698548   1.405604871e-02
     4.2680324   1.405834637e-02
     4.2662116   1.406020938e-02
     4.2643923   1.405607688e-02
     4.2625746   1.405604805e-02
     4.2607584   1.405609898e-02
     4.2589438   1.405627533e-02
     4.2571307   1.405628167e-02
     4.2553191   1.405606921e-02
     4.2535091   1.405701795e-02
     4.2517007   1.406343715e-02
     4.2498938   1.405810402e-02
     4.2480884   1.405663535e-02
     4.2462845   1.406916607e-02
     4.2444822   1.406476138e-02
     4.2426814   1.405708056e-02
     4.2408821   1.405607206e-02
     4.2390844   1.405607420e-02
     4.2372881   1.405605661e-02
     4.2354934   1.405606874e-02
     4.2337003   1.405814645e-02
     4.2319086   1.405699159e-02
     4.2301184   1.405619978e-02
     4.2283298   1.405668572e-02
     4.2265427   1.405609807e-02
     4.2247571   1.405604701e-02
     4.2229730   1.405734082e-02
     4.2211904   1.405864848e-02
     4.2194093   1.405676288e-02
     4.2176297   1.405614268e-02
     4.2158516   1.405645608e-02
     4.2140750   1.405729312e-02
     4.2122999   1.406682395e-02
     4.2105263   1.405604347e-02
     4.2087542   1.405604404e-02
     4.2069836   1.406805254e-02
     4.2052145   1.405642889e-02
     4.2034468   1.406222363e-02
     4.2016807   1.405611336e-02
     4.1999160   1.405612325e-02
     4.1981528   1.405604755e-02
     4.1963911   1.405604461e-02
     4.1946309   1.405610202e-02
     4.1928721   1.405683279e-02
     4.1911148   1.405605734e-02
     4.1893590   1.405618237e-02
     4.1876047   1.406934336e-02
     4.1858518   1.406036190e-02
     4.1841004   1.405667430e-02
     4.1823505   1.405648265e-02
     4.1806020   1.405612008e-02
     4.1788550   1.405607886e-02
     4.1771094   1.405613533e-02
     4.1753653   1.405628300e-02
     4.1736227   1.405727466e-02
     4.1718815   1.406865700e-02
     4.1701418   1.405653453e-02
     4.1684035   1.405624290e-02
     4.1666667   1.405604373e-02
     4.1649313   1.405637220e-02
     4.1631973   1.405620075e-02
     4.1614648   1.405606072e-02
     4.1597338   1.405610188e-02
     4.1580042   1.405609667e-02
     4.1562760   1.405813002e-02
     4.1545492   1.405614084e-02
     4.1528239   1.405604832e-02
     4.1511000   1.405605179e-02
     4.1493776   1.405604149e-02
     4.1476566   1.405608389e-02
     4.1459370   1.405604720e-02
     4.1442188   1.405783077e-02
     4.1425021   1.405604418e-02
     4.1407867   1.405607433e-02
     4.1390728   1.405622802e-02
     4.1373604   1.405618434e-02
     4.1356493   1.405604459e-02
     4.1339396   1.405604565e-02
     4.1322314   1.405690706e-02
     4.1305246   1.405608571e-02
     4.1288192   1.405613283e-02
     4.1271151   1.405617948e-02
     4.1254125   1.405604297e-02
     4.1237113   1.405607571e-02
     4.1220115   1.405604781e-02
     4.1203131   1.405647345e-02
     4.1186161   1.405604894e-02
     4.1169205   1.405605607e-02
     4.1152263   1.405613472e-02
     4.1135335   1.405604597e-02
     4.1118421   1.405604781e-02
     4.1101521   1.405604492e-02
     4.1084634   1.405691225e-02
     4.1067762   1.405604375e-02
     4.1050903   1.405605851e-02
     4.1034058   1.405607263e-02
     4.1017227   1.405620436e-02
     4.1000410   1.405613669e-02
     4.0983607   1.405604443e-02
     4.0966817   1.406190764e-02
     4.0950041   1.405605206e-02
     4.0933279   1.405604666e-02
     4.0916530   1.405604146e-02
     4.0899796   1.405604147e-02
     4.0883074   1.405604348e-02
     4.0866367   1.405604478e-02
     4.0849673   1.406226044e-02
     4.0832993   1.405604589e-02
     4.0816327   1.405611958e-02
     4.0799674   1.405604613e-02
     4.0783034   1.405621900e-02
     4.0766408   1.405625504e-02
     4.0749796   1.405604978e-02
     4.0733198   1.405628875e-02
     4.0716612   1.405604272e-02
     4.0700041   1.405604365e-02
     4.0683483   1.405620235e-02
     4.0666938   1.405608046e-02
     4.0650407   1.405604540e-02
     4.0633889   1.405613961e-02
     4.0617384   1.405609430e-02
     4.0600893   1.406162653e-02
     4.0584416   1.405605143e-02
     4.0567951   1.405604338e-02
     4.0551500   1.405605419e-02
     4.0535063   1.405604320e-02
     4.0518639   1.405642506e-02
     4.0502228   1.405609416e-02
     4.0485830   1.405604752e-02
     4.0469446   1.405604447e-02
     4.0453074   1.405604148e-02
     4.0436717   1.405604240e-02
     4.0420372   1.405606401e-02
     4.0404040   1.405611957e-02
     4.0387722   1.405604614e-02
     4.0371417   1.405604283e-02
     4.0355125   1.405605116e-02
     4.0338846   1.405605089e-02
     4.0322581   1.405604194e-02
     4.0306328   1.405605715e-02
     4.0290089   1.405743142e-02
     4.0273862   1.405607561e-02
     4.0257649   1.405613865e-02
     4.0241449   1.405604799e-02
     4.0225261   1.405605779e-02
     4.0209087   1.405604919e-02
     4.0192926   1.405604774e-02
     4.0176778   1.405606665e-02
     4.0160643   1.405604852e-02
     4.0144520   1.405604984e-02
     4.0128411   1.405604526e-02
     4.0112314   1.405604221e-02
     4.0096231   1.405604172e-02
     4.0080160   1.405608340e-02
     4.0064103   1.405604357e-02
     4.0048058   1.405676525e-02
     4.0032026   1.405605266e-02
     4.0016006   1.405604701e-02
     4.0000000   1.405617579e-02
     3.9984006   1.405604261e-02
     3.9968026   1.405625233e-02
     3.9952058   1.405604834e-02
     3.9936102   1.405604210e-02
     3.9920160   1.405604280e-02
     3.9904230   1.405606235e-02
     3.9888313   1.405604210e-02
     3.9872408   1.405794835e-02
     3.9856517   1.405604800e-02
     3.9840637   1.405604339e-02
     3.9824771   1.405615013e-02
     3.9808917   1.405605004e-02
     3.9793076   1.405615431e-02
     3.9777247   1.406270036e-02
     3.9761431   1.405756839e-02
     3.9745628   1.405604431e-02
     3.9729837   1.405604578e-02
     3.9714059   1.405643261e-02
     3.9698293   1.405605610e-02
     3.9682540   1.405661338e-02
     3.9666799   1.405641061e-02
     3.9651071   1.405604591e-02
     3.9635355   1.405604174e-02
     3.9619651   1.405604202e-02
     3.9603960   1.405604196e-02
     3.9588282   1.405604415e-02
     3.9572616   1.405604831e-02
     3.9556962   1.405609371e-02
     3.9541321   1.405628255e-02
     3.9525692   1.405607373e-02
     3.9510075   1.405604326e-02
     3.9494471   1.405607986e-02
     3.9478879   1.406175435e-02
     3.9463299   1.405723417e-02
     3.9447732   1.405605102e-02
     3.9432177   1.405605905e-02
     3.9416634   1.405606494e-02
     3.9401103   1.405604342e-02
     3.9385585   1.405604207e-02
     3.9370079   1.405604539e-02
     3.9354585   1.405856664e-02
     3.9339103   1.405605928e-02
     3.9323634   1.405604873e-02
     3.9308176   1.405611182e-02
     3.9292731   1.405604263e-02
     3.9277298   1.405604285e-02
     3.9261877   1.405758994e-02
     3.9246468   1.405604375e-02
     3.9231071   1.405604257e-02
     3.9215686   1.405624228e-02
     3.9200314   1.405604196e-02
     3.9184953   1.405604567e-02
     3.9169604   1.405609743e-02
     3.9154268   1.405604640e-02
     3.9138943   1.405604218e-02
     3.9123631   1.405605452e-02
     3.9108330   1.405605330e-02
     3.9093041   1.405604169e-02
     3.9077765   1.405604807e-02
     3.9062500   1.405620976e-02
     3.9047247   1.405604359e-02
     3.9032006   1.405604679e-02
     3.9016777   1.405605178e-02
     3.9001560   1.405655898e-02
     3.8986355   1.405604714e-02
     3.8971161   1.405605360e-02
     3.8955980   1.405604161e-02
     3.8940810   1.405604609e-02
     3.8925652   1.405604179e-02
     3.8910506   1.405605436e-02
     3.8895371   1.405604836e-02
     3.8880249   1.405609449e-02
     3.8865138   1.405606270e-02
     3.8850039   1.405604782e-02
     3.8834951   1.405612091e-02
     3.8819876   1.405604163e-02
     3.8804812   1.405861225e-02
     3.8789760   1.405612346e-02
     3.8774719   1.405612788e-02
     3.8759690   1.405605790e-02
     3.8744673   1.405607289e-02
     3.8729667   1.405604511e-02
     3.8714673   1.405604664e-02
     3.8699690   1.405604147e-02
     3.8684720   1.405604300e-02
     3.8669760   1.405604352e-02
     3.8654813   1.405604309e-02
     3.8639876   1.405608059e-02
     3.8624952   1.405832456e-02
     3.8610039   1.405618627e-02
     3.8595137   1.405604483e-02
     3.8580247   1.405604185e-02
     3.8565368   1.405610905e-02
     3.8550501   1.405620700e-02
     3.8535645   1.405604398e-02
     3.8520801   1.405605422e-02
     3.8505968   1.405604398e-02
     3.8491147   1.405708428e-02
     3.8476337   1.405604219e-02
     3.8461538   1.405608093e-02
     3.8446751   1.405611173e-02
     3.8431975   1.405604631e-02
     3.8417211   1.405731165e-02
     3.8402458   1.405604187e-02
     3.8387716   1.405611392e-02
     3.8372985   1.405615356e-02
     3.8358266   1.405604752e-02
     3.8343558   1.405606971e-02
     3.8328862   1.405604929e-02
     3.8314176   1.405604224e-02
     3.8299502   1.405604347e-02
     3.8284839   1.405604815e-02
     3.8270188   1.405604702e-02
     3.8255547   1.405604971e-02
     3.8240918   1.405605127e-02
     3.8226300   1.405604488e-02
     3.8211693   1.405604302e-02
     3.8197097   1.405604234e-02
     3.8182512   1.405604582e-02
     3.8167939   1.405604244e-02
     3.8153377   1.405606871e-02
     3.8138825   1.405604973e-02
     3.8124285   1.405604562e-02
     3.8109756   1.405622535e-02
     3.8095238   1.405651325e-02
     3.8080731   1.405605490e-02
     3.8066235   1.405604345e-02
     3.8051750   1.405604227e-02
     3.8037277   1.405604200e-02
     3.8022814   1.405606268e-02
     3.8008362   1.405605774e-02
     3.7993921   1.405604508e-02
     3.7979491   1.405604148e-02
     3.7965072   1.405604170e-02
     3.7950664   1.405604470e-02
     3.7936267   1.405606011e-02
     3.7921881   1.405604567e-02
     3.7907506   1.405604297e-02
     3.7893141   1.405604266e-02
     3.7878788   1.405605424e-02
     3.7864445   1.405604658e-02
     3.7850114   1.405773606e-02
     3.7835793   1.405604234e-02
     3.7821483   1.405605838e-02
     3.7807183   1.405726625e-02
     3.7792895   1.405604273e-02
     3.7778617   1.405604191e-02
     3.7764350   1.405604169e-02
     3.7750094   1.405604228e-02
     3.7735849   1.405604721e-02
     3.7721614   1.405605445e-02
     3.7707391   1.405604609e-02
     3.7693178   1.405604491e-02
     3.7678975   1.405604707e-02
     3.7664783   1.405604214e-02
     3.7650602   1.405605630e-02
     3.7636432   1.405604283e-02
     3.7622272   1.405605901e-02
     3.7608123   1.405634948e-02
     3.7593985   1.405605698e-02
     3.7579857   1.405606457e-02
     3.7565740   1.405605174e-02
     3.7551633   1.405604866e-02
     3.7537538   1.405607163e-02
     3.7523452   1.405604191e-02
     3.7509377   1.405604308e-02
     3.7495313   1.405604171e-02
     3.7481259   1.405604306e-02
     3.7467216   1.405604170e-02
     3.7453184   1.406043534e-02
     3.7439161   1.405604337e-02
     3.7425150   1.405624615e-02
     3.7411149   1.405604311e-02
     3.7397158   1.405604953e-02
     3.7383178   1.405604218e-02
     3.7369208   1.405614509e-02
     3.7355248   1.405659560e-02
     3.7341299   1.405605298e-02
     3.7327361   1.405604216e-02
     3.7313433   1.405607210e-02
     3.7299515   1.405604709e-02
     3.7285608   1.405604714e-02
     3.7271711   1.405604274e-02
     3.7257824   1.405604523e-02
     3.7243948   1.405604226e-02
     3.7230082   1.405604584e-02
     3.7216226   1.405604477e-02
     3.7202381   1.405604243e-02
     3.7188546   1.405604164e-02
     3.7174721   1.405604197e-02
     3.7160907   1.405604148e-02
     3.7147103   1.405604386e-02
     3.7133309   1.405604322e-02
     3.7119525   1.405604460e-02
     3.7105751   1.405604359e-02
     3.7091988   1.405604287e-02
     3.7078235   1.405606650e-02
     3.7064492   1.405604228e-02
     3.7050760   1.405604234e-02
     3.7037037   1.405609535e-02
     3.7023325   1.405605001e-02
     3.7009623   1.405605508e-02
     3.6995930   1.405604377e-02
     3.6982249   1.405701760e-02
     3.6968577   1.405604385e-02
     3.6954915   1.405604505e-02
     3.6941263   1.405604988e-02
     3.6927622   1.405605231e-02
     3.6913990   1.405604882e-02
     3.6900369   1.405606672e-02
     3.6886758   1.405625492e-02
     3.6873156   1.405604277e-02
     3.6859565   1.405604325e-02
     3.6845984   1.405605599e-02
     3.6832413   1.405606189e-02
     3.6818851   1.405609494e-02
     3.6805300   1.405606082e-02
     3.6791759   1.405604501e-02
     3.6778227   1.405609737e-02
     3.6764706   1.405614810e-02
     3.6751194   1.405604853e-02
     3.6737693   1.405607099e-02
     3.6724201   1.405604603e-02
     3.6710720   1.405664288e-02
     3.6697248   1.405604278e-02
     3.6683786   1.405604287e-02
     3.6670334   1.405604230e-02
     3.6656891   1.405634032e-02
     3.6643459   1.405912829e-02
     3.6630037   1.405605395e-02
     3.6616624   1.405604705e-02
     3.6603221   1.405604287e-02
     3.6589828   1.405604259e-02
     3.6576445   1.405604157e-02
     3.6563071   1.405604183e-02
     3.6549708   1.405604305e-02
     3.6536354   1.405604217e-02
     3.6523009   1.405619476e-02
     3.6509675   1.405604247e-02
     3.6496350   1.405606584e-02
     3.6483035   1.405605068e-02
     3.6469730   1.405604911e-02
     3.6456435   1.405604254e-02
     3.6443149   1.405604448e-02
     3.6429872   1.405604609e-02
     3.6416606   1.405604167e-02
     3.6403349   1.405604204e-02
     3.6390102   1.405604157e-02
     3.6376864   1.405604194e-02
     3.6363636   1.405607224e-02
     3.6350418   1.405604197e-02
     3.6337209   1.405617878e-02
     3.6324010   1.405611238e-02
     3.6310821   1.405621469e-02
     3.6297641   1.405604183e-02
     3.6284470   1.405608745e-02
     3.6271309   1.405847744e-02
     3.6258158   1.405607056e-02
     3.6245016   1.406017674e-02
     3.6231884   1.405606400e-02
     3.6218761   1.405616559e-02
     3.6205648   1.405604151e-02
     3.6192544   1.405604206e-02
     3.6179450   1.405604186e-02
     3.6166365   1.405605873e-02
     3.6153290   1.405605211e-02
     3.6140224   1.405604249e-02
     3.6127168   1.405604262e-02
     3.6114121   1.405604463e-02
     3.6101083   1.405609614e-02
     3.6088055   1.405605157e-02
     3.6075036   1.405604241e-02
     3.6062027   1.405604654e-02
     3.6049027   1.405604149e-02
     3.6036036   1.405604147e-02
     3.6023055   1.405604326e-02
     3.6010083   1.405634003e-02
     3.5997120   1.405604913e-02
     3.5984167   1.405604448e-02
     3.5971223   1.405644270e-02
     3.5958288   1.405604376e-02
     3.5945363   1.405604380e-02
     3.5932447   1.405605420e-02
     3.5919540   1.405604352e-02
     3.5906643   1.405604487e-02
     3.5893754   1.405610128e-02
     3.5880875   1.405604737e-02
     3.5868006   1.405843632e-02
     3.5855145   1.405605836e-02
     3.5842294   1.405614310e-02
     3.5829452   1.405610588e-02
     3.5816619   1.405604559e-02
     3.5803795   1.405604312e-02
     3.5790981   1.405607992e-02
     3.5778175   1.405604546e-02
     3.5765379   1.405615072e-02
     3.5752592   1.405617165e-02
     3.5739814   1.405607201e-02
     3.5727045   1.405613217e-02
     3.5714286   1.405615234e-02
     3.5701535   1.405643802e-02
     3.5688794   1.405605015e-02
     3.5676061   1.405610016e-02
     3.5663338   1.405604165e-02
     3.5650624   1.405617484e-02
     3.5637919   1.405604760e-02
     3.5625223   1.405605019e-02
     3.5612536   1.405606674e-02
     3.5599858   1.405608867e-02
     3.5587189   1.405605232e-02
     3.5574529   1.405629320e-02
     3.5561878   1.405604402e-02
     3.5549236   1.405612382e-02
     3.5536603   1.405610903e-02
     3.5523979   1.405687529e-02
     3.5511364   1.405898971e-02
     3.5498758   1.405678861e-02
     3.5486160   1.405607307e-02
     3.5473572   1.405607701e-02
     3.5460993   1.405606870e-02
     3.5448423   1.405607674e-02
     3.5435861   1.405980139e-02
     3.5423309   1.405731904e-02
     3.5410765   1.405613076e-02
     3.5398230   1.405665371e-02
     3.5385704   1.405607103e-02
     3.5373187   1.405607190e-02
     3.5360679   1.405604296e-02
     3.5348180   1.405605831e-02
     3.5335689   1.406040786e-02
     3.5323207   1.405606931e-02
     3.5310734   1.405605926e-02
     3.5298270   1.405862967e-02
     3.5285815   1.405632310e-02
     3.5273369   1.406199935e-02
     3.5260931   1.405669622e-02
     3.5248502   1.405612841e-02
     3.5236082   1.405614593e-02
     3.5223670   1.405604899e-02
     3.5211268   1.405605509e-02
     3.5198874   1.405876715e-02
     3.5186488   1.405671415e-02
     3.5174112   1.405780148e-02
     3.5161744   1.406114078e-02
     3.5149385   1.405608495e-02
     3.5137034   1.406150075e-02
     3.5124693   1.405613639e-02
     3.5112360   1.405609055e-02
     3.5100035   1.405606721e-02
     3.5087719   1.405607785e-02
     3.5075412   1.405605386e-02
     3.5063114   1.405759556e-02
     3.5050824   1.405605954e-02
     3.5038542   1.405604515e-02
     3.5026270   1.405604300e-02
     3.5014006   1.405605898e-02
     3.5001750   1.405606653e-02
     3.4989503   1.405642923e-02
     3.4977265   1.406438024e-02
     3.4965035   1.405606456e-02
     3.4952814   1.405607335e-02
     3.4940601   1.405626434e-02
     3.4928397   1.405634639e-02
     3.4916201   1.405609871e-02
     3.4904014   1.405605756e-02
     3.4891835   1.405615651e-02
     3.4879665   1.405678568e-02
     3.4867503   1.405677437e-02
