wl	p
5.0	1.383449799785113
4.997501249375312	1.354463515546923
4.995004995004995	1.3708381179221727
4.992511233150275	1.4773813951036128
4.99001996007984	1.4247124350998281
4.987531172069825	1.4002553546357257
4.985044865403789	1.3433510073483703
4.9825610363726955	1.3946924470154594
4.9800796812749	1.38555357644645
4.977600796416127	1.3851096473276505
4.975124378109452	1.3775719662241288
4.972650422675286	1.3885843892480414
4.970178926441352	1.3946146696973536
4.967709885742672	1.3733362619639258
4.965243296921549	1.3724855902944137
4.962779156327543	1.3890161794204257
4.9603174603174605	1.3397187826896166
4.957858205255329	1.3611809616566901
4.955401387512389	1.3754329916503067
4.952947003467063	1.3607217150792283
4.9504950495049505	1.339579540754306
4.948045522018803	1.3473938867932902
4.945598417408506	1.3341035293569097
4.9431537320810675	1.3844555408897168
4.940711462450593	1.3559020902436951
4.938271604938271	1.3353556679325707
4.935834155972359	1.4777461521604303
4.93339911198816	1.377869844153722
4.930966469428007	1.4090428461619744
4.928536224741252	1.3772285653294196
4.926108374384236	1.4567168858447492
4.923682914820286	1.3152290912513358
4.921259842519684	1.3813403174252419
4.918839153959666	1.4099431931235735
4.916420845624385	1.3915920261986465
4.914004914004914	1.3833252736082302
4.911591355599214	1.4123423096350156
4.909180166912125	1.395323501281066
4.906771344455348	1.3821470866003496
4.904364884747425	1.3422945828198634
4.901960784313725	1.4096063887002457
4.899559039686428	1.4133060321488136
4.8971596474045045	1.3330311601877898
4.894762604013705	1.4456305195141987
4.892367906066537	1.403900255162861
4.889975550122249	1.433729291007892
4.887585532746823	1.342876487569717
4.885197850512945	1.3772002923892752
4.8828125	1.4351897743786337
4.880429477794046	1.4259215502658482
4.878048780487805	1.440240793420803
4.875670404680643	1.3374596467221116
4.873294346978557	1.3768076725344167
4.870920603994155	1.4369868241051509
4.868549172346641	1.4008180365180756
4.8661800486618	1.3947119429157249
4.863813229571984	1.3847461642067342
4.861448711716091	1.373405532000822
4.859086491739553	1.4223154532394373
4.856726566294317	1.3463875384179607
4.854368932038835	1.3997096172142154
4.85201358563804	1.3998049111490862
4.849660523763336	1.3936058723640778
4.847309743092583	1.3703174164195797
4.844961240310077	1.3844789740129255
4.842615012106537	1.4022099037730513
4.84027105517909	1.391550087856013
4.837929366231252	1.4213024885884087
4.835589941972921	1.3883404583915167
4.833252779120348	1.4061583901370103
4.8309178743961345	1.444236679478106
4.8285852245292125	1.4225071771089572
4.826254826254826	1.4466744770202113
4.82392667631452	1.4711346966092311
4.821600771456123	1.4301172718873856
4.8192771084337345	1.405348166041557
4.816955684007707	1.3740585020643856
4.814636494944631	1.4042916914293349
4.8123195380173245	1.3965415941675463
4.81000481000481	1.365752074639461
4.8076923076923075	1.3621878631128097
4.805382027871215	1.3631540022727526
4.803073967339097	1.4985188725097214
4.8007681228996635	1.3393971726541405
4.798464491362764	1.3776645530785658
4.796163069544364	1.4369208876938588
4.793863854266538	1.3633706250723103
4.791566842357451	1.351219632251734
4.7892720306513406	1.3640954864600905
4.786979415988511	1.4108404207085108
4.78468899521531	1.4031569311705996
